"producing_analysis","current_path","artifact_type","canonical_or_intermediate","downstream_consumers","n_downstream_consumers","manuscript_consumer","size","tracked","frozen","frozen_beneath","is_directory","exists_on_disk","proposed_path","migration_strategy","path_changes"
"analysis/04_differential_abundance/audit_stress_response_biology.R","results/source_data/04_differential_expression_enrichment/stress_response_biological_audit/global/","source_data","PUBLICATION_EXPORT","",0,FALSE,270869026,FALSE,FALSE,0,TRUE,TRUE,"exports/publication_source_data/04_differential_expression_enrichment/stress_response_biological_audit/global/","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/04_differential_abundance/build_sus_res_dap_atlas.R","results/source_data/04_differential_expression_enrichment/sus_res_spatial_dap_atlas/global/","source_data","PUBLICATION_EXPORT","audit_stress_identity_robustness.R",1,FALSE,1732500,FALSE,FALSE,0,TRUE,TRUE,"exports/publication_source_data/04_differential_expression_enrichment/sus_res_spatial_dap_atlas/global/","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/05_wgcna/audit_module_claim_readiness.R","results/source_data/06_modules_WGCNA/claim_readiness/microglia/WGCNA_entity_claim_readiness_source.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,30451,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/06_modules_WGCNA/claim_readiness/microglia/WGCNA_entity_claim_readiness_source.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/05_wgcna/build_module_identity_contract.R","results/source_data/06_modules_WGCNA/identity_contract/<dataset>/","source_data","PUBLICATION_EXPORT","",0,FALSE,NA,FALSE,FALSE,0,TRUE,FALSE,"exports/publication_source_data/06_modules_WGCNA/identity_contract/<dataset>/","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/05_wgcna/render_microglia_independence_figures.R","results/source_data/06_modules_WGCNA/microglia_neuropil_independence/microglia/","source_data","PUBLICATION_EXPORT","",0,FALSE,8723213,FALSE,FALSE,0,TRUE,TRUE,"exports/publication_source_data/06_modules_WGCNA/microglia_neuropil_independence/microglia/","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/05_wgcna/summarize_microglia_roi_specificity.R","results/source_data/06_modules_WGCNA/microglia_roi_specificity/microglia/","source_data","PUBLICATION_EXPORT","",0,FALSE,239305,FALSE,FALSE,0,TRUE,TRUE,"exports/publication_source_data/06_modules_WGCNA/microglia_roi_specificity/microglia/","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/05_wgcna/summarize_module_complex_architecture.R","results/source_data/06_modules_WGCNA/module_complex_architecture/<dataset>/module_complex_architecture.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"exports/publication_source_data/06_modules_WGCNA/module_complex_architecture/<dataset>/module_complex_architecture.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/05_wgcna/audit_module_robustness.R","results/source_data/06_modules_WGCNA/module_robustness_sensitivity/<dataset>/module_robustness_sensitivity.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"exports/publication_source_data/06_modules_WGCNA/module_robustness_sensitivity/<dataset>/module_robustness_sensitivity.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/source_data/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_all_supermodule_architecture_source.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,3850,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_all_supermodule_architecture_source.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/source_data/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_all_supermodule_global_eigengenes_source.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,59845,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_all_supermodule_global_eigengenes_source.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/source_data/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_all_supermodule_sus_res_forest_source.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,193429,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_all_supermodule_sus_res_forest_source.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/source_data/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_all_supermodule_sus_res_spatial_heatmap_source.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,710834,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_all_supermodule_sus_res_spatial_heatmap_source.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/source_data/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_multi_supermodule_member_loadings_source.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,2089,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_multi_supermodule_member_loadings_source.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/source_data/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_supplementary_all_contrast_effect_matrix_source.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,548686,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_supplementary_all_contrast_effect_matrix_source.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/source_data/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/wgcna_readiness_summary_source.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,2806,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/wgcna_readiness_summary_source.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/test_module_behaviour_coupling.R","results/source_data/08_behavior_physio_coupling/module_behavior_coupling/<dataset>/module_behavior_coupling.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"exports/publication_source_data/08_behavior_physio_coupling/module_behavior_coupling/<dataset>/module_behavior_coupling.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/build_cross_compartment_atlas.R","results/source_data/10_biological_integration/cross_compartment_program_atlas/global/cross_compartment_program_atlas.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,2608,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/cross_compartment_program_atlas/global/cross_compartment_program_atlas.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/build_cross_compartment_atlas.R","results/source_data/10_biological_integration/cross_compartment_program_atlas/global/cross_compartment_program_atlas_input_status.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,7526,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/cross_compartment_program_atlas/global/cross_compartment_program_atlas_input_status.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/build_cross_compartment_atlas.R","results/source_data/10_biological_integration/cross_compartment_program_atlas/global/cross_compartment_program_atlas_long.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,2608804,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/cross_compartment_program_atlas/global/cross_compartment_program_atlas_long.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/build_evidence_priority_matrix.R","results/source_data/10_biological_integration/evidence_priority_matrix/global/evidence_priority_matrix.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,4932,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/evidence_priority_matrix/global/evidence_priority_matrix.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/build_evidence_priority_matrix.R","results/source_data/10_biological_integration/final_evidence_bundle/global/","source_data","PUBLICATION_EXPORT","",0,FALSE,8467224,FALSE,FALSE,0,TRUE,TRUE,"exports/publication_source_data/10_biological_integration/final_evidence_bundle/global/","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/test_enrichment_module_concordance.R","results/source_data/10_biological_integration/gsea_wgcna_concordance/global/","source_data","PUBLICATION_EXPORT","",0,FALSE,269786979,FALSE,FALSE,0,TRUE,TRUE,"exports/publication_source_data/10_biological_integration/gsea_wgcna_concordance/global/","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/summarize_enrichment_module_concordance.R","results/source_data/10_biological_integration/gsea_wgcna_concordance_diagnostics/global/","source_data","PUBLICATION_EXPORT","",0,FALSE,12344578,FALSE,FALSE,0,TRUE,TRUE,"exports/publication_source_data/10_biological_integration/gsea_wgcna_concordance_diagnostics/global/","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/screen_immunostaining_panel.R","results/source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_animal_abundance.csv","source_data","PUBLICATION_EXPORT","",0,TRUE,282236,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_animal_abundance.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/screen_immunostaining_panel.R","results/source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_excluded_ca2slm.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,5437,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_excluded_ca2slm.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/screen_immunostaining_panel.R","results/source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_excluded_epidermal_qc.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,853,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_excluded_epidermal_qc.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/screen_immunostaining_panel.R","results/source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_provenance.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,606,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_provenance.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/screen_immunostaining_panel.R","results/source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_selection.csv","source_data","PUBLICATION_EXPORT","",0,TRUE,5789,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_selection.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/screen_immunostaining_panel.R","results/source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_sus_res_effects.csv","source_data","PUBLICATION_EXPORT","",0,TRUE,27001,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_sus_res_effects.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/screen_immunostaining_separation.R","results/source_data/10_biological_integration/immunostaining_separation_screen/separation_candidate_panel.csv","source_data","PUBLICATION_EXPORT","",0,TRUE,3268,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/immunostaining_separation_screen/separation_candidate_panel.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/screen_immunostaining_separation.R","results/source_data/10_biological_integration/immunostaining_separation_screen/separation_metrics_all.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,12644896,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/immunostaining_separation_screen/separation_metrics_all.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/screen_immunostaining_separation.R","results/source_data/10_biological_integration/immunostaining_separation_screen/separation_panel_animal_abundance.csv","source_data","PUBLICATION_EXPORT","",0,TRUE,261616,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/immunostaining_separation_screen/separation_panel_animal_abundance.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/screen_immunostaining_separation.R","results/source_data/10_biological_integration/immunostaining_separation_screen/separation_panel_sus_res_effects.csv","source_data","PUBLICATION_EXPORT","",0,TRUE,41396,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/immunostaining_separation_screen/separation_panel_sus_res_effects.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/screen_immunostaining_separation.R","results/source_data/10_biological_integration/immunostaining_separation_screen/separation_qualifying_cells.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,2701,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/immunostaining_separation_screen/separation_qualifying_cells.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/screen_immunostaining_separation.R","results/source_data/10_biological_integration/immunostaining_separation_screen/separation_screen_provenance.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,520,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/immunostaining_separation_screen/separation_screen_provenance.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/summarize_programs_for_manuscript.R","results/source_data/10_biological_integration/manuscript_program_summary/global/manuscript_program_summary.csv","source_data","PUBLICATION_EXPORT","",0,FALSE,3250,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/manuscript_program_summary/global/manuscript_program_summary.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/build_candidate_protein_shortlist.R","results/source_data/10_biological_integration/wgcna_candidate_protein_shortlist/<dataset>/","source_data","PUBLICATION_EXPORT","",0,FALSE,NA,FALSE,FALSE,0,TRUE,FALSE,"exports/publication_source_data/10_biological_integration/wgcna_candidate_protein_shortlist/<dataset>/","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/source_data/10_biological_integration/wgcna_circular_atlas/global/","source_data","PUBLICATION_EXPORT","build_module_identity_contract.R",1,FALSE,4107260,FALSE,FALSE,0,TRUE,TRUE,"exports/publication_source_data/10_biological_integration/wgcna_circular_atlas/global/","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_plot_source.csv","source_data","PUBLICATION_EXPORT","build_module_identity_contract.R",1,FALSE,44164,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_plot_source.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_segments.csv","source_data","PUBLICATION_EXPORT","build_module_identity_contract.R",1,FALSE,41818,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_segments.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_layout_all_datasets.csv","source_data","PUBLICATION_EXPORT","build_module_identity_contract.R",1,FALSE,837241,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_layout_all_datasets.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_source_module.csv","source_data","PUBLICATION_EXPORT","build_module_identity_contract.R",1,FALSE,1520680,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_source_module.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_source_supermodule.csv","source_data","PUBLICATION_EXPORT","build_module_identity_contract.R",1,FALSE,836515,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_source_supermodule.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_layout_all_datasets.csv","source_data","PUBLICATION_EXPORT","build_module_identity_contract.R",1,FALSE,366224,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_layout_all_datasets.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_source.csv","source_data","PUBLICATION_EXPORT","build_module_identity_contract.R",1,FALSE,365498,FALSE,FALSE,0,FALSE,TRUE,"exports/publication_source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_source.csv","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/summarize_module_cross_compartment.R","results/source_data/10_biological_integration/wgcna_cross_compartment_overview/global/","source_data","PUBLICATION_EXPORT","",0,FALSE,46564,FALSE,FALSE,0,TRUE,TRUE,"exports/publication_source_data/10_biological_integration/wgcna_cross_compartment_overview/global/","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/08_integration/quantify_candidate_network_position.R","results/source_data/10_biological_integration/wgcna_sus_res_network_position/<dataset>/","source_data","PUBLICATION_EXPORT","",0,FALSE,NA,FALSE,FALSE,0,TRUE,FALSE,"exports/publication_source_data/10_biological_integration/wgcna_sus_res_network_position/<dataset>/","RELOCATE_EXPORT_BUNDLE",TRUE
"analysis/02_qc/assess_joint_compartment_quality.R","results/tables/03_qc_exploration/00b_joint_compartment_qc/global/","tables","PUBLICATION_EXPORT","render_joint_compartment_qc_figures.R | quantify_neuropil_precision.R",2,TRUE,3797290,FALSE,FALSE,2,TRUE,TRUE,"results/qc/assess_joint_compartment_quality/global/tables/","REPOINT_WRITER_KEEP_FROZEN_OBJECT",TRUE
"analysis/05_wgcna/test_module_phenotypes.R","results/tables/06_modules_WGCNA/group_effects/<dataset>/all_supermodule_eigengene_group_values.csv","tables","PUBLICATION_EXPORT","build_module_identity_contract.R | summarize_module_interpretation.R | render_module_figures.R | render_microglia_module_figures.R | audit_microglia_module_claims.R | build_spatial_data_contract.R | quantify_module_bilateral_identity.R | decompose_bilateral_variance.R | build_module_spatial_atlas.R | build_biological_claims_table.R | summarize_enrichment_module_concordance.R | render_module_circular_atlas.R",12,TRUE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/test_module_phenotypes/<dataset>/tables/all_supermodule_eigengene_group_values.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/test_module_phenotypes.R","results/tables/06_modules_WGCNA/group_effects/<dataset>/all_supermodule_eigengene_spatial_group_values.csv","tables","PUBLICATION_EXPORT","build_module_identity_contract.R | summarize_module_interpretation.R | render_module_figures.R | render_microglia_module_figures.R | audit_microglia_module_claims.R | build_spatial_data_contract.R | quantify_module_bilateral_identity.R | decompose_bilateral_variance.R | build_module_spatial_atlas.R | build_biological_claims_table.R | summarize_enrichment_module_concordance.R | render_module_circular_atlas.R",12,TRUE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/test_module_phenotypes/<dataset>/tables/all_supermodule_eigengene_spatial_group_values.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/test_module_phenotypes.R","results/tables/06_modules_WGCNA/group_effects/<dataset>/module_group_effects.csv","tables","PUBLICATION_EXPORT","build_module_identity_contract.R | summarize_module_interpretation.R | render_module_figures.R | render_microglia_module_figures.R | audit_microglia_module_claims.R | build_spatial_data_contract.R | quantify_module_bilateral_identity.R | decompose_bilateral_variance.R | build_module_spatial_atlas.R | build_biological_claims_table.R | summarize_enrichment_module_concordance.R | render_module_circular_atlas.R",12,TRUE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/test_module_phenotypes/<dataset>/tables/module_group_effects.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/test_module_phenotypes.R","results/tables/06_modules_WGCNA/group_effects/<dataset>/supermodule_composition.csv","tables","PUBLICATION_EXPORT","build_module_identity_contract.R | summarize_module_interpretation.R | render_module_figures.R | render_microglia_module_figures.R | audit_microglia_module_claims.R | build_spatial_data_contract.R | quantify_module_bilateral_identity.R | decompose_bilateral_variance.R | build_module_spatial_atlas.R | build_biological_claims_table.R | summarize_enrichment_module_concordance.R | render_module_circular_atlas.R",12,TRUE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/test_module_phenotypes/<dataset>/tables/supermodule_composition.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/test_module_phenotypes.R","results/tables/06_modules_WGCNA/group_effects/<dataset>/supermodule_group_effects.csv","tables","PUBLICATION_EXPORT","build_module_identity_contract.R | summarize_module_interpretation.R | render_module_figures.R | render_microglia_module_figures.R | audit_microglia_module_claims.R | build_spatial_data_contract.R | quantify_module_bilateral_identity.R | decompose_bilateral_variance.R | build_module_spatial_atlas.R | build_biological_claims_table.R | summarize_enrichment_module_concordance.R | render_module_circular_atlas.R",12,TRUE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/test_module_phenotypes/<dataset>/tables/supermodule_group_effects.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/test_module_phenotypes.R","results/tables/06_modules_WGCNA/group_effects/<dataset>/supermodule_pca_eigenvalues.csv","tables","PUBLICATION_EXPORT","build_module_identity_contract.R | summarize_module_interpretation.R | render_module_figures.R | render_microglia_module_figures.R | audit_microglia_module_claims.R | build_spatial_data_contract.R | quantify_module_bilateral_identity.R | decompose_bilateral_variance.R | build_module_spatial_atlas.R | build_biological_claims_table.R | summarize_enrichment_module_concordance.R | render_module_circular_atlas.R",12,TRUE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/test_module_phenotypes/<dataset>/tables/supermodule_pca_eigenvalues.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/test_module_phenotypes.R","results/tables/06_modules_WGCNA/group_effects/<dataset>/supermodule_pca_input_audit.csv","tables","PUBLICATION_EXPORT","build_module_identity_contract.R | summarize_module_interpretation.R | render_module_figures.R | render_microglia_module_figures.R | audit_microglia_module_claims.R | build_spatial_data_contract.R | quantify_module_bilateral_identity.R | decompose_bilateral_variance.R | build_module_spatial_atlas.R | build_biological_claims_table.R | summarize_enrichment_module_concordance.R | render_module_circular_atlas.R",12,TRUE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/test_module_phenotypes/<dataset>/tables/supermodule_pca_input_audit.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/test_module_phenotypes.R","results/tables/06_modules_WGCNA/group_effects/<dataset>/supermodule_pca_member_loadings.csv","tables","PUBLICATION_EXPORT","build_module_identity_contract.R | summarize_module_interpretation.R | render_module_figures.R | render_microglia_module_figures.R | audit_microglia_module_claims.R | build_spatial_data_contract.R | quantify_module_bilateral_identity.R | decompose_bilateral_variance.R | build_module_spatial_atlas.R | build_biological_claims_table.R | summarize_enrichment_module_concordance.R | render_module_circular_atlas.R",12,TRUE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/test_module_phenotypes/<dataset>/tables/supermodule_pca_member_loadings.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/test_module_phenotypes.R","results/tables/06_modules_WGCNA/group_effects/<dataset>/WGCNA_group_effect_animal_spatial_unit_values.csv","tables","PUBLICATION_EXPORT","build_module_identity_contract.R | summarize_module_interpretation.R | render_module_figures.R | render_microglia_module_figures.R | audit_microglia_module_claims.R | build_spatial_data_contract.R | quantify_module_bilateral_identity.R | decompose_bilateral_variance.R | build_module_spatial_atlas.R | build_biological_claims_table.R | summarize_enrichment_module_concordance.R | render_module_circular_atlas.R",12,TRUE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/test_module_phenotypes/<dataset>/tables/WGCNA_group_effect_animal_spatial_unit_values.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/test_module_phenotypes.R","results/tables/06_modules_WGCNA/group_effects/<dataset>/WGCNA_group_effect_contract_status.csv","tables","PUBLICATION_EXPORT","build_module_identity_contract.R | summarize_module_interpretation.R | render_module_figures.R | render_microglia_module_figures.R | audit_microglia_module_claims.R | build_spatial_data_contract.R | quantify_module_bilateral_identity.R | decompose_bilateral_variance.R | build_module_spatial_atlas.R | build_biological_claims_table.R | summarize_enrichment_module_concordance.R | render_module_circular_atlas.R",12,TRUE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/test_module_phenotypes/<dataset>/tables/WGCNA_group_effect_contract_status.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/test_module_phenotypes.R","results/tables/06_modules_WGCNA/group_effects/<dataset>/WGCNA_group_effect_downstream_consumer_migration_audit.csv","tables","PUBLICATION_EXPORT","build_module_identity_contract.R | summarize_module_interpretation.R | render_module_figures.R | render_microglia_module_figures.R | audit_microglia_module_claims.R | build_spatial_data_contract.R | quantify_module_bilateral_identity.R | decompose_bilateral_variance.R | build_module_spatial_atlas.R | build_biological_claims_table.R | summarize_enrichment_module_concordance.R | render_module_circular_atlas.R",12,TRUE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/test_module_phenotypes/<dataset>/tables/WGCNA_group_effect_downstream_consumer_migration_audit.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/test_module_phenotypes.R","results/tables/06_modules_WGCNA/group_effects/<dataset>/WGCNA_group_effect_endpoint_provenance.csv","tables","PUBLICATION_EXPORT","build_module_identity_contract.R | summarize_module_interpretation.R | render_module_figures.R | render_microglia_module_figures.R | audit_microglia_module_claims.R | build_spatial_data_contract.R | quantify_module_bilateral_identity.R | decompose_bilateral_variance.R | build_module_spatial_atlas.R | build_biological_claims_table.R | summarize_enrichment_module_concordance.R | render_module_circular_atlas.R",12,TRUE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/test_module_phenotypes/<dataset>/tables/WGCNA_group_effect_endpoint_provenance.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
