"old_path","expected_path","intended_extension","producer","write_site","evidence","current_hash","bytes","collision","export_effect","action"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA3_sr_WGCNA_#74C476_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA3_sr_WGCNA_#74C476_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","95a16e43660b8c1301df765a522b635b22304105603a5f502aa3dd70541d5efd",7533,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA3_sr_WGCNA_#756BB1_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA3_sr_WGCNA_#756BB1_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","2f3d931a23172e25a8fac62a859a5cedbbb635de1f8d4f8c2be52a03faecf497",8149,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA3_sr_WGCNA_#969696_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA3_sr_WGCNA_#969696_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","dec73b871ebc61d7cf37607f34dbb7b3ce88d63a13dc0beb749d2e094c8d4ca3",8245,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA3_sr_WGCNA_#9E9AC8_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA3_sr_WGCNA_#9E9AC8_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","c1f0dba771e07fbacda580f9554d219eb635f50444d85e8e56ced66eda7fab6c",7777,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA3_sr_WGCNA_#BF812D_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA3_sr_WGCNA_#BF812D_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","fa3b67d677fde496a758b621ba98e7e4907854c36f75caf7c210333ba9bf7003",7642,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA3_sr_WGCNA_#DE2D26_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA3_sr_WGCNA_#DE2D26_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","946555c93bc226d848bd51622ba2e2065e60e19ef9eb6befd1ed8ecce60d45ce",8923,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA3_sr_WGCNA_#FB6A4A_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA3_sr_WGCNA_#FB6A4A_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","88d168fa8ae9300a465aa7b6657a2db86dead86f54aaaab450a7efcd111ae5f8",7651,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#006D2C_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#006D2C_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","96f457a8a8ad4247a99f374c2401cf465b8c80a2dba8ffdd7ed0e25184ff4839",7353,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#08519C_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#08519C_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","2be3f6e7b5b44f40f0f2f0935453bc29cdb40a1c7348462a3f3d92b03dc71bf8",8357,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#238B45_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#238B45_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","2c6d9023bcaffdfe67e59091f59811a153620f9a69b189b3fb981709804280db",8234,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#2B8CBE_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#2B8CBE_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","a3aacfe87f7d4b8ef0ef28c9cf136635d5d6b87b5fa5054eae6a1c4165d1479e",7646,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#3F007D_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#3F007D_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","b7b449053f850f96e6ff349fe5ca0447118d09e930a63163c066f0cb64c87a19",7770,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#4D4D4D_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#4D4D4D_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","34ca8705967df198bb73aa692dde1c32d21e3c13cbbb28901ea6cc9499ec2638",8352,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#737373_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#737373_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","4fd87174e1799bcb60b793cb510ab478579917ade2e6180a421b24eba177f9fb",7482,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#74C476_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#74C476_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","e2586e8fbda421c08dbdf27fd25daecd1607ed7fc5e8eca225c1e52f2cab2f90",7486,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#756BB1_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#756BB1_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","f11f54c868e786f49a48aaec8c4bdc8d05174dd9647119c3167c0b855f15e397",8227,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#969696_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#969696_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","d700637ba20dd135871f3db3a287aecfe07348299af6a2cb79190176d54f0765",7474,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#9E9AC8_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#9E9AC8_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","fc9f366aec011bf9489d05add122400877ab5e8e4dc61a3b8224459f934b0f49",7934,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#BF812D_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#BF812D_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","bef4dd7cf21f36a9ff0de4b5aa652920e5a45d6f6b32a611cdb3f57cee3f7fd4",8128,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#DE2D26_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#DE2D26_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","be339b421395495cab17d90cfc7e05e390024d72c4e447805dc7a1438d3dc84a",7812,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#FB6A4A_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_mo_WGCNA_#FB6A4A_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","89082cee70bb603b12c80d189cbd9be11d1d0479fbc2b731df21fdcccf556389",7773,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#006D2C_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#006D2C_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","b01b74e02bbd2a872284cf8a13af043479786c959c64eb09d2cc8c3fea250b6a",7522,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#08519C_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#08519C_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","7af3bea19fe37e903f205b1394080718d802fbe1a270c4829f06de07691c4bfc",7342,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#238B45_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#238B45_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","65dd133dcffe50f39a6c9f13ce235cd8ca8285b8ec0ad5332d208864cc2bdbe3",7758,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#2B8CBE_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#2B8CBE_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","ce0b1d4548bee8b47f18373abade984e3b8de031a85e192089825a62e73660bd",7644,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#3F007D_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#3F007D_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","7c5cacadfe11e7ecd84b00e4a1cbf349491ce2dd047d6fbe497ae9c910690808",7762,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#4D4D4D_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#4D4D4D_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","ef82d5635b3b36fdf65347a2d79c1eaea1c59dd3b1aa9cb95dfbdc176ea899ee",7658,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#737373_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#737373_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","7b58457f190c354363c078df3e80df66621108a8de83b1d53ad2c34eeb1e5ea4",7774,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#74C476_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#74C476_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","1fa7dd3a941dca492ebea3e475971bd4548ea2d559a7b51bc42570ceeb131605",7773,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#756BB1_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#756BB1_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","5d3d51b71977eb8342e928bb044a263d3909096ee3275c9b579a14a3bfd485d6",7351,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#969696_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#969696_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","87e983722faf65be15aad4db157071bee6fe050b193e7eddc98014cbbcd243f1",7686,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#9E9AC8_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#9E9AC8_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","09b2b434f08d00c787f76ec1b8ff7c6b3534718b6479af1d4c26d76308b5c563",8053,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#BF812D_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#BF812D_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","264379aaa0b98351c3085460c1fa97f843194684c567dcda497ef28e6a77bb7f",8207,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#DE2D26_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#DE2D26_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","f26ba446920d9be6ce995e98e98784815a1fffa50530811aea2cc344d7486958",7631,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#FB6A4A_sensitivity_flagged_replicate","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_DG_po_WGCNA_#FB6A4A_sensitivity_flagged_repli.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","3f8ed6ce02ae0345ccda4f2d08f21d8ad5b398dcc4a7af236c31a468fae6f0f8",7803,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_soma/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_WGCNA_#006D2C_sensitivity_flagged_replicates_remo","results/figures/06_modules_WGCNA/module_score/neuron_soma/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_WGCNA_#006D2C_sensitivity_flagged_replicates_.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","ed542c02e0c898168a068bc2c8d22ed94d5de60215cbf0d8bc0ea0eeac4dbd47",7934,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_soma/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_WGCNA_#08519C_sensitivity_flagged_replicates_remo","results/figures/06_modules_WGCNA/module_score/neuron_soma/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_WGCNA_#08519C_sensitivity_flagged_replicates_.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","858b101f976b5101bcc0d46159b0237b39f717254d5fbe8d40d5fb852674bfd3",8095,FALSE,"becomes discoverable","rename_in_place"
